timestamp,avg_dwell_time,avg_flight_time,error_ratio
2024-06-14T14:05:52.575796,0.1165,0.21939,0.0
2024-06-14T14:05:53.575796,0.11828,0.23178,0.0
2024-06-14T14:05:54.575796,0.11773,0.22889,0.0
2024-06-14T14:05:55.575796,0.11891,0.22121,0.0
2024-06-14T14:05:56.575796,0.11846,0.21122,0.0
2024-06-14T14:05:57.575796,0.11817,0.2265,0.0
2024-06-14T14:05:58.575796,0.11819,0.21689,0.0
2024-06-14T14:05:59.575796,0.11912,0.21737,0.0
2024-06-14T14:06:00.575796,0.11915,0.20241,0.0
2024-06-14T14:06:01.575796,0.12225,0.22035,0.01
2024-06-14T14:06:02.575796,0.12054,0.22395,0.01
2024-06-14T14:06:03.575796,0.11931,0.22835,0.01
2024-06-14T14:06:04.575796,0.12115,0.21782,0.01
2024-06-14T14:06:05.575796,0.12182,0.2291,0.01
2024-06-14T14:06:06.575796,0.12078,0.24333,0.0
2024-06-14T14:06:07.575796,0.12172,0.22922,0.0
2024-06-14T14:06:08.575796,0.12181,0.21319,0.0
2024-06-14T14:06:09.575796,0.12057,0.22481,0.0
2024-06-14T14:06:10.575796,0.11988,0.22896,0.0
2024-06-14T14:06:11.575796,0.11908,0.22452,0.0
2024-06-14T14:06:12.575796,0.11906,0.25926,0.0
2024-06-14T14:06:13.575796,0.12057,0.25885,0.0
2024-06-14T14:06:14.575796,0.11958,0.26026,0.0
2024-06-14T14:06:15.575796,0.11908,0.25913,0.0
2024-06-14T14:06:16.575796,0.11954,0.24387,0.0
2024-06-14T14:06:17.575796,0.11896,0.20152,0.0
2024-06-14T14:06:18.575796,0.11789,0.21865,0.0
2024-06-14T14:06:19.575796,0.11917,0.20137,0.0
2024-06-14T14:06:20.575796,0.11957,0.19808,0.0
2024-06-14T14:06:21.575796,0.11821,0.20035,0.0
2024-06-14T14:06:22.575796,0.11912,0.20407,0.0
2024-06-14T14:06:23.575796,0.11992,0.20111,0.0
2024-06-14T14:06:24.575796,0.12079,0.22411,0.0
2024-06-14T14:06:25.575796,0.11924,0.21088,0.0
2024-06-14T14:06:26.575796,0.12064,0.21448,0.0
2024-06-14T14:06:27.575796,0.1211,0.26443,0.0
2024-06-14T14:06:28.575796,0.12131,0.27018,0.0
2024-06-14T14:06:29.575796,0.12118,0.26616,0.0
2024-06-14T14:06:30.575796,0.12224,0.28313,0.0
2024-06-14T14:06:31.575796,0.12095,0.27562,0.0
2024-06-14T14:06:32.575796,0.11995,0.23791,0.0
2024-06-14T14:06:33.575796,0.12169,0.20788,0.0
2024-06-14T14:06:34.575796,0.12143,0.18524,0.0
2024-06-14T14:06:35.575796,0.12127,0.18854,0.0
2024-06-14T14:06:36.575796,0.12211,0.18013,0.0
2024-06-14T14:06:37.575796,0.12188,0.18611,0.0
2024-06-14T14:06:38.575796,0.11883,0.20694,0.0
2024-06-14T14:06:39.575796,0.11819,0.21656,0.0
2024-06-14T14:06:40.575796,0.12081,0.21201,0.01
2024-06-14T14:06:41.575796,0.11872,0.22465,0.01
2024-06-14T14:06:42.575796,0.11877,0.22638,0.01
2024-06-14T14:06:43.575796,0.11871,0.22306,0.01
2024-06-14T14:06:44.575796,0.11917,0.23824,0.01
2024-06-14T14:06:45.575796,0.11582,0.22855,0.0
2024-06-14T14:06:46.575796,0.11738,0.22015,0.0
2024-06-14T14:06:47.575796,0.1198,0.21568,0.0
2024-06-14T14:06:48.575796,0.11934,0.22601,0.0
2024-06-14T14:06:49.575796,0.12095,0.22767,0.0
2024-06-14T14:06:50.575796,0.12063,0.22618,0.0
2024-06-14T14:06:51.575796,0.12237,0.22563,0.0
2024-06-14T14:06:52.575796,0.12105,0.22933,0.0
2024-06-14T14:06:53.575796,0.12139,0.21956,0.0
2024-06-14T14:06:54.575796,0.11602,0.19899,0.0
2024-06-14T14:06:55.575796,0.11729,0.19135,0.0
2024-06-14T14:06:56.575796,0.11766,0.18413,0.0
2024-06-14T14:06:57.575796,0.11677,0.17769,0.0
2024-06-14T14:06:58.575796,0.11914,0.16393,0.0
2024-06-14T14:06:59.575796,0.12355,0.17427,0.0
2024-06-14T14:07:00.575796,0.12282,0.19137,0.0
2024-06-14T14:07:01.575796,0.12138,0.19967,0.0
2024-06-14T14:07:02.575796,0.12189,0.19451,0.0
2024-06-14T14:07:03.575796,0.12057,0.21549,0.0
2024-06-14T14:07:04.575796,0.12099,0.20301,0.0
2024-06-14T14:07:05.575796,0.1241,0.17887,0.0
2024-06-14T14:07:06.575796,0.12375,0.19075,0.0
2024-06-14T14:07:07.575796,0.12396,0.18838,0.0
2024-06-14T14:07:08.575796,0.12364,0.17683,0.0
2024-06-14T14:07:09.575796,0.12146,0.1977,0.0
2024-06-14T14:07:10.575796,0.11969,0.21029,0.0
2024-06-14T14:07:11.575796,0.12074,0.20748,0.0
2024-06-14T14:07:12.575796,0.12127,0.22,0.0
2024-06-14T14:07:13.575796,0.12065,0.21933,0.0
2024-06-14T14:07:14.575796,0.12199,0.21694,0.0
2024-06-14T14:07:15.575796,0.12161,0.22504,0.0
2024-06-14T14:07:16.575796,0.12199,0.21606,0.0
2024-06-14T14:07:17.575796,0.12173,0.20774,0.0
2024-06-14T14:07:18.575796,0.12234,0.22433,0.0
2024-06-14T14:07:19.575796,0.12241,0.22636,0.01
2024-06-14T14:07:20.575796,0.12374,0.2254,0.01
2024-06-14T14:07:21.575796,0.12314,0.22821,0.01
2024-06-14T14:07:22.575796,0.12292,0.22893,0.01
2024-06-14T14:07:23.575796,0.12323,0.22389,0.01
2024-06-14T14:07:24.575796,0.12159,0.23668,0.0
2024-06-14T14:07:25.575796,0.11928,0.22433,0.0
2024-06-14T14:07:26.575796,0.11975,0.23535,0.0
2024-06-14T14:07:27.575796,0.12005,0.24293,0.0
2024-06-14T14:07:28.575796,0.11995,0.22801,0.0
2024-06-14T14:07:29.575796,0.12084,0.20031,0.0
2024-06-14T14:07:30.575796,0.12282,0.21099,0.0
2024-06-14T14:07:31.575796,0.12084,0.19986,0.0
2024-06-14T14:07:32.575796,0.12063,0.18793,0.0
2024-06-14T14:07:33.575796,0.11982,0.19934,0.0
2024-06-14T14:07:34.575796,0.11998,0.20104,0.0
2024-06-14T14:07:35.575796,0.11854,0.20483,0.0
2024-06-14T14:07:36.575796,0.11791,0.19397,0.0
2024-06-14T14:07:37.575796,0.11678,0.19748,0.0
2024-06-14T14:07:38.575796,0.11792,0.2098,0.0
2024-06-14T14:07:39.575796,0.11853,0.21327,0.0
2024-06-14T14:07:40.575796,0.11898,0.20092,0.0
2024-06-14T14:07:41.575796,0.12041,0.21211,0.0
2024-06-14T14:07:42.575796,0.12145,0.20597,0.0
2024-06-14T14:07:43.575796,0.12166,0.20654,0.0
2024-06-14T14:07:44.575796,0.1207,0.21216,0.0
2024-06-14T14:07:45.575796,0.12141,0.21818,0.0
2024-06-14T14:07:46.575796,0.12165,0.22119,0.0
2024-06-14T14:07:47.575796,0.12142,0.22173,0.0
2024-06-14T14:07:48.575796,0.12093,0.21138,0.0
2024-06-14T14:07:49.575796,0.12249,0.21696,0.0
2024-06-14T14:07:50.575796,0.12395,0.21329,0.0
2024-06-14T14:07:51.575796,0.1246,0.215,0.0
2024-06-14T14:07:52.575796,0.12669,0.21465,0.0
2024-06-14T14:07:53.575796,0.12583,0.20368,0.0
2024-06-14T14:07:54.575796,0.12225,0.18883,0.0
2024-06-14T14:07:55.575796,0.11934,0.198,0.0
2024-06-14T14:07:56.575796,0.11881,0.21493,0.0
2024-06-14T14:07:57.575796,0.11757,0.21724,0.0
2024-06-14T14:07:58.575796,0.11751,0.22816,0.01
2024-06-14T14:07:59.575796,0.11831,0.25173,0.01
2024-06-14T14:08:00.575796,0.12025,0.24553,0.01
2024-06-14T14:08:01.575796,0.1182,0.24031,0.01
2024-06-14T14:08:02.575796,0.11713,0.25846,0.01
2024-06-14T14:08:03.575796,0.11644,0.24754,0.0
2024-06-14T14:08:04.575796,0.11776,0.2297,0.0
2024-06-14T14:08:05.575796,0.11613,0.24062,0.0
2024-06-14T14:08:06.575796,0.11678,0.22566,0.0
2024-06-14T14:08:07.575796,0.11701,0.21842,0.0
2024-06-14T14:08:08.575796,0.11932,0.21317,0.0
2024-06-14T14:08:09.575796,0.11778,0.22548,0.0
2024-06-14T14:08:10.575796,0.11856,0.21177,0.0
2024-06-14T14:08:11.575796,0.12118,0.21435,0.0
2024-06-14T14:08:12.575796,0.12224,0.20988,0.0
2024-06-14T14:08:13.575796,0.12359,0.23868,0.0
2024-06-14T14:08:14.575796,0.12488,0.23562,0.0
2024-06-14T14:08:15.575796,0.12519,0.25679,0.0
2024-06-14T14:08:16.575796,0.12267,0.26249,0.0
2024-06-14T14:08:17.575796,0.12255,0.24423,0.0
2024-06-14T14:08:18.575796,0.11931,0.20628,0.0
2024-06-14T14:08:19.575796,0.11929,0.20374,0.0
2024-06-14T14:08:20.575796,0.12014,0.1908,0.0
2024-06-14T14:08:21.575796,0.12273,0.17013,0.0
2024-06-14T14:08:22.575796,0.11997,0.18717,0.0
2024-06-14T14:08:23.575796,0.12154,0.20723,0.0
2024-06-14T14:08:24.575796,0.11974,0.19916,0.0
2024-06-14T14:08:25.575796,0.11694,0.20512,0.0
2024-06-14T14:08:26.575796,0.11567,0.20952,0.0
2024-06-14T14:08:27.575796,0.11686,0.19949,0.0
2024-06-14T14:08:28.575796,0.11642,0.20937,0.0
2024-06-14T14:08:29.575796,0.1175,0.2153,0.0
2024-06-14T14:08:30.575796,0.11827,0.20067,0.0
2024-06-14T14:08:31.575796,0.1178,0.19972,0.0
2024-06-14T14:08:32.575796,0.11776,0.19833,0.0
2024-06-14T14:08:33.575796,0.11979,0.18913,0.0
2024-06-14T14:08:34.575796,0.12007,0.18623,0.0
2024-06-14T14:08:35.575796,0.12049,0.19195,0.0
2024-06-14T14:08:36.575796,0.12121,0.20988,0.0
2024-06-14T14:08:37.575796,0.12124,0.2161,0.01
2024-06-14T14:08:38.575796,0.119,0.19273,0.01
2024-06-14T14:08:39.575796,0.11818,0.20426,0.01
2024-06-14T14:08:40.575796,0.11994,0.20398,0.01
2024-06-14T14:08:41.575796,0.1199,0.19951,0.01
2024-06-14T14:08:42.575796,0.12351,0.21647,0.0
2024-06-14T14:08:43.575796,0.12365,0.22993,0.0
2024-06-14T14:08:44.575796,0.12356,0.2183,0.0
2024-06-14T14:08:45.575796,0.12116,0.20656,0.0
2024-06-14T14:08:46.575796,0.11994,0.19264,0.0
2024-06-14T14:08:47.575796,0.11855,0.19026,0.0
2024-06-14T14:08:48.575796,0.11867,0.21461,0.0
2024-06-14T14:08:49.575796,0.12036,0.20397,0.0
2024-06-14T14:08:50.575796,0.12264,0.22358,0.0
2024-06-14T14:08:51.575796,0.12224,0.23249,0.0
2024-06-14T14:08:52.575796,0.11968,0.20985,0.0
2024-06-14T14:08:53.575796,0.12061,0.21414,0.0
2024-06-14T14:08:54.575796,0.11914,0.22838,0.0
2024-06-14T14:08:55.575796,0.11696,0.21812,0.0
2024-06-14T14:08:56.575796,0.11741,0.21138,0.0
2024-06-14T14:08:57.575796,0.11833,0.2169,0.0
2024-06-14T14:08:58.575796,0.11768,0.19731,0.0
2024-06-14T14:08:59.575796,0.11884,0.1826,0.0
2024-06-14T14:09:00.575796,0.11891,0.19503,0.0
2024-06-14T14:09:01.575796,0.12,0.19389,0.0
2024-06-14T14:09:02.575796,0.12006,0.20971,0.0
2024-06-14T14:09:03.575796,0.11812,0.21565,0.0
2024-06-14T14:09:04.575796,0.11769,0.23043,0.0
2024-06-14T14:09:05.575796,0.1175,0.20483,0.0
2024-06-14T14:09:06.575796,0.11538,0.21509,0.0
2024-06-14T14:09:07.575796,0.11554,0.19853,0.0
2024-06-14T14:09:08.575796,0.11784,0.17648,0.0
2024-06-14T14:09:09.575796,0.11844,0.15866,0.0
2024-06-14T14:09:10.575796,0.11855,0.17718,0.0
2024-06-14T14:09:11.575796,0.11932,0.17286,0.0
2024-06-14T14:09:12.575796,0.12007,0.17613,0.0
2024-06-14T14:09:13.575796,0.12026,0.18145,0.0
2024-06-14T14:09:14.575796,0.12086,0.20798,0.0
2024-06-14T14:09:15.575796,0.11904,0.19954,0.0
2024-06-14T14:09:16.575796,0.12048,0.20135,0.01
2024-06-14T14:09:17.575796,0.11984,0.20108,0.01
2024-06-14T14:09:18.575796,0.11909,0.21082,0.01
2024-06-14T14:09:19.575796,0.11973,0.19895,0.01
2024-06-14T14:09:20.575796,0.12254,0.2028,0.01
2024-06-14T14:09:21.575796,0.12148,0.2005,0.0
2024-06-14T14:09:22.575796,0.1215,0.20233,0.0
2024-06-14T14:09:23.575796,0.1217,0.22464,0.0
2024-06-14T14:09:24.575796,0.12141,0.21884,0.0
2024-06-14T14:09:25.575796,0.12227,0.21888,0.0
2024-06-14T14:09:26.575796,0.12072,0.21312,0.0
2024-06-14T14:09:27.575796,0.11846,0.21382,0.0
2024-06-14T14:09:28.575796,0.11818,0.20983,0.0
2024-06-14T14:09:29.575796,0.11764,0.2109,0.0
2024-06-14T14:09:30.575796,0.11727,0.19286,0.0
2024-06-14T14:09:31.575796,0.11954,0.21065,0.0
2024-06-14T14:09:32.575796,0.11993,0.22561,0.0
2024-06-14T14:09:33.575796,0.12025,0.20469,0.0
2024-06-14T14:09:34.575796,0.12056,0.22959,0.0
2024-06-14T14:09:35.575796,0.11991,0.25418,0.0
2024-06-14T14:09:36.575796,0.11921,0.23798,0.0
2024-06-14T14:09:37.575796,0.12152,0.21798,0.0
2024-06-14T14:09:38.575796,0.12126,0.21735,0.0
2024-06-14T14:09:39.575796,0.1211,0.19798,0.0
2024-06-14T14:09:40.575796,0.12196,0.1904,0.0
2024-06-14T14:09:41.575796,0.12215,0.18911,0.0
2024-06-14T14:09:42.575796,0.12087,0.20145,0.0
